unit,caste,land_unit,num_men,man_entity,armour,charge_bonus,melee_attack,melee_defence,morale,primary_melee_weapon,mass,hit_points,size,bonus_v_large,damage,ap_damage,melee_weapon_type,melee_attack_interval,armour_value
wh3_dlc24_ksl_cha_golden_knight_warhorse,hero,wh3_dlc24_ksl_cha_golden_knight_warhorse,1,wh3_dlc24_ksl_cha_golden_knight,wh2_main_plate_130,65,55,55,80,wh3_dlc24_ksl_golden_knight_sword,1000.0000,8,small,0,290,150,sword,4.2000,130
wh3_dlc24_ksl_cha_hag_witch_beast,hero,wh3_dlc24_ksl_cha_hag_witch_beast,1,wh3_dlc24_ksl_cha_hag_witch_beast_blood,wh2_main_bone_30,62,36,28,75,wh3_dlc24_ksl_hag_witch,800.0000,8,small,0,140,160,axe,4.0000,30
wh3_dlc24_ksl_cha_hag_witch_death,hero,wh3_dlc24_ksl_cha_hag_witch_death,1,wh3_dlc24_ksl_cha_hag_witch_death_blood,wh2_main_bone_30,62,36,28,75,wh3_dlc24_ksl_hag_witch,800.0000,8,small,0,140,160,axe,4.0000,30
wh3_dlc24_ksl_cha_hag_witch_hag,hero,wh3_dlc24_ksl_cha_hag_witch_hag,1,wh3_dlc24_ksl_cha_hag_witch_shadow_blood,wh2_main_bone_30,62,36,28,75,wh3_dlc24_ksl_hag_witch,800.0000,8,small,0,140,160,axe,4.0000,30
wh3_dlc24_ksl_cha_hag_witch_shadow,hero,wh3_dlc24_ksl_cha_hag_witch_shadow,1,wh3_dlc24_ksl_cha_hag_witch_shadow_blood,wh2_main_bone_30,62,36,28,75,wh3_dlc24_ksl_hag_witch,800.0000,8,small,0,140,160,axe,4.0000,30
wh3_dlc24_ksl_cha_ice_witch_ice_frost_wyrm,lord,wh3_dlc24_ksl_cha_ice_witch_ice_frost_wyrm,1,wh3_main_ksl_ice_witch_blood_dismembers,wh2_main_plate_90,50,48,35,70,wh3_dlc24_ksl_mon_frost_wyrm,600.0000,8,small,25,135,310,axe,3.6000,90
wh3_dlc24_ksl_cha_ice_witch_tempest_frost_wyrm,lord,wh3_dlc24_ksl_cha_ice_witch_tempest_frost_wyrm,1,wh3_main_ksl_ice_witch_blood_dismembers,wh2_main_plate_90,50,48,35,70,wh3_dlc24_ksl_mon_frost_wyrm,600.0000,8,small,25,135,310,axe,3.6000,90
wh3_dlc24_ksl_cha_katarin_frost_wyrm,lord,wh3_dlc24_ksl_cha_katarin_frost_wyrm,1,wh3_main_ksl_katarin_hero_blood,wh2_main_plate_90,50,48,35,80,wh3_dlc24_ksl_mon_frost_wyrm,800.0000,8,small,25,135,310,axe,3.6000,90
wh3_dlc24_ksl_cha_katarin_ice_court_sled,lord,wh3_dlc24_ksl_cha_katarin_ice_court_sled,4,wh3_main_ksl_katarin_hero_blood,wh2_main_plate_110,80,50,25,80,wh3_dlc24_ksl_katarin_sled,800.0000,8,small,0,130,320,axe,4.0000,110
wh3_dlc24_ksl_cha_mother_ostankya,lord,wh3_dlc24_ksl_cha_mother_ostankya,2,wh3_dlc24_ksl_cha_mother_ostankya_blood,wh2_main_bone_40,56,44,32,85,wh3_dlc24_ksl_mother_ostankya,800.0000,8,small,0,110,120,axe,4.0000,40
wh3_dlc24_ksl_inf_akshina_ambushers,missile_infantry,wh3_dlc24_ksl_inf_akshina_ambushers,90,wh3_dlc24_ksl_inf_akshina_ambushers_blood,wh2_main_leather_30,10,26,26,70,wh3_dlc24_ksl_inf_akshina_ambushers,125.0000,8,small,0,25,10,axe,4.0000,30
wh3_dlc24_ksl_inf_akshina_ambushers_ror,missile_infantry,wh3_dlc24_ksl_inf_akshina_ambushers_ror,90,wh3_dlc24_ksl_inf_akshina_ambushers_ror_blood,wh2_main_leather_30,10,34,34,80,wh3_dlc24_ksl_inf_akshina_ambushers_ror,125.0000,8,small,0,25,10,axe,4.0000,30
wh3_dlc24_ksl_inf_kislevite_warriors,melee_infantry,wh3_dlc24_ksl_inf_kislevite_warriors,120,wh3_dlc24_ksl_inf_kislevite_warriors,wh2_main_leather_30,8,23,36,60,wh3_dlc24_ksl_kislevite_warriors_halberd,125.0000,8,small,15,8,17,spear,4.4000,30
wh3_dlc24_ksl_inf_streltsi_ror,missile_infantry,wh3_dlc24_ksl_inf_streltsi_ror,90,wh3_dlc24_ksl_inf_streltsi_ror,wh2_main_plate_70,16,45,38,80,wh3_dlc24_ksl_inf_streltsi_ror,125.0000,8,small,0,9,25,axe,4.0000,70
wh3_dlc24_ksl_mon_frost_wyrm,monster,wh3_dlc24_ksl_mon_frost_wyrm,1,wh3_dlc24_ksl_mon_frost_wyrm_blood,wh2_main_plate_90,50,48,35,65,wh3_dlc24_ksl_mon_frost_wyrm,3500.0000,8,very_large,25,135,310,axe,3.6000,90
wh3_dlc24_ksl_mon_incarnate_elemental_of_beasts,monster,wh3_dlc24_ksl_mon_incarnate_elemental_of_beasts,1,wh3_dlc24_ksl_mon_incarnate_elemental_of_beasts,wh2_main_body_50,64,62,30,80,wh3_dlc24_ksl_mon_incarnate_elemental_of_beasts,9000.0000,8,very_large,0,250,400,axe,4.0000,50
wh3_dlc24_ksl_mon_incarnate_elemental_of_beasts_summoned,monster,wh3_dlc24_ksl_mon_incarnate_elemental_of_beasts_summoned,1,wh3_dlc24_ksl_mon_incarnate_elemental_of_beasts,wh2_main_body_50,64,62,30,80,wh3_dlc24_ksl_mon_incarnate_elemental_of_beasts,9000.0000,8,very_large,0,250,400,axe,4.0000,50
wh3_dlc24_ksl_mon_the_things_in_the_woods,monstrous_cavalry,wh3_dlc24_ksl_mon_the_things_in_the_woods,24,wh3_dlc24_ksl_mon_the_things_in_the_woods,wh2_main_leather_35,46,38,32,60,wh3_dlc24_ksl_mon_the_things_in_the_woods,1500.0000,8,medium,0,15,47,sword,3.5000,35
wh3_dlc24_ksl_mon_the_things_in_the_woods_ror,monstrous_cavalry,wh3_dlc24_ksl_mon_the_things_in_the_woods_ror,24,wh3_dlc24_ksl_mon_the_things_in_the_woods_ror,wh2_main_leather_35,56,48,41,70,wh3_dlc24_ksl_mon_the_things_in_the_woods_ror,1500.0000,8,medium,0,15,47,sword,3.5000,35
wh3_dlc24_ksl_mon_the_things_in_the_woods_summoned,monstrous_cavalry,wh3_dlc24_ksl_mon_the_things_in_the_woods_summoned,12,wh3_dlc24_ksl_mon_the_things_in_the_woods_summoned,wh_main_body_0,46,36,32,60,wh3_dlc24_ksl_mon_the_things_in_the_woods_ethereal,1500.0000,8,medium,0,0,62,sword,3.5000,0
wh3_dlc24_lzd_mon_carnosaur_0,monster,wh2_main_lzd_mon_carnosaur_0,1,wh2_main_lzd_mon_carnosaur,wh2_main_body_95,50,45,40,60,wh2_main_lzd_feral_carnosaur,4000.0000,8,very_large,35,120,360,axe,3.6000,95
wh3_dlc24_qb_cst_cav_knights_errant_0,melee_cavalry,wh3_dlc24_qb_cst_cav_knights_errant_0,60,wh_main_cavalry_rider_standard_ethereal,wh_main_body_0,55,28,28,35,wh2_dlc11_cst_damned_lance_errant,100.0000,8,medium,0,0,30,lance,5.1000,0
wh3_dlc24_qb_cst_cav_knights_of_the_realm,melee_cavalry,wh3_dlc24_qb_cst_cav_knights_of_the_realm,75,wh_main_cavalry_rider_standard_ethereal,wh_main_body_0,78,42,28,40,wh2_dlc11_cst_damned_lance_knights_of_the_realm,100.0000,8,medium,10,0,37,lance,5.1000,0
wh3_dlc24_qb_cst_cav_questing_knights_0,melee_cavalry,wh3_dlc24_qb_cst_cav_questing_knights_0,75,wh_main_cavalry_rider_standard_ethereal,wh_main_body_0,51,50,38,45,wh2_dlc11_cst_damned_great_sword_questing,100.0000,8,medium,0,0,50,sword,4.3000,0
wh3_dlc24_tze_cha_aekold_helbrass,hero,wh3_dlc24_tze_cha_aekold_helbrass,1,wh3_dlc24_tze_cha_aekold_helbrass_blood,wh2_main_heavy_metal_120,50,60,40,80,wh3_dlc24_tze_cha_aekold_helbrass,1000.0000,8,small,0,140,330,sword,4.0000,120
wh3_dlc24_tze_cha_blue_scribes,hero,wh3_dlc24_tze_cha_blue_scribes,1,wh3_dlc24_tze_cha_blue_scribes_rider_blood,wh2_main_body_20,22,35,25,70,wh3_dlc24_tze_cha_blue_scribes,800.0000,8,medium,0,115,265,sword,4.0000,20
wh3_dlc24_tze_cha_changeling,lord,wh3_dlc24_tze_cha_changeling,1,wh3_dlc22_tze_cha_changeling,wh2_main_leather_25,30,30,50,75,wh3_main_tze_herald_of_tzeentch,600.0000,8,small,0,250,125,sword,4.0000,25
wh3_dlc24_tze_cha_changeling_quest_battle,lord,wh3_dlc24_tze_cha_changeling_quest_battle,1,wh3_dlc22_tze_cha_changeling,wh2_main_leather_25,30,30,50,75,wh3_main_tze_herald_of_tzeentch,600.0000,8,small,0,250,125,sword,4.0000,25
wh3_dlc24_tze_cha_changeling_summoned_0,lord,wh3_dlc24_tze_cha_changeling_summoned_0,1,wh3_dlc22_tze_cha_changeling,wh2_main_leather_25,30,30,50,75,wh3_dlc24_tze_cha_changeling_summoned,600.0000,8,small,0,0,0,sword,4.0000,25
wh3_dlc24_tze_inf_centigors_great_weapons,melee_cavalry,wh3_dlc24_tze_inf_centigors_great_weapons,60,wh_dlc03_bst_cav_centigor_blood,wh2_main_chainmail_35,42,22,22,60,wh3_dlc24_tze_centigor_great_axe,950.0000,8,medium,0,7,27,axe,4.6000,35
wh3_dlc24_tze_inf_pink_horrors_ror,missile_infantry,wh3_dlc24_tze_inf_pink_horrors_ror,80,wh3_dlc24_tze_inf_pink_horror_sourguts_blood_dismembers,wh2_main_body_25,12,29,34,80,wh3_main_tze_pink_horror,70.0000,8,small,0,20,8,sword,4.0000,25
wh3_dlc24_tze_inf_tzaangors,melee_infantry,wh3_dlc24_tze_inf_tzaangors,120,wh_dlc03_bst_inf_gor_blood_dismembers,wh2_main_chainmail_50,26,26,38,62,wh3_dlc24_tze_inf_tzaangors,130.0000,8,small,0,21,9,axe,4.4000,50
wh3_dlc24_tze_mon_cockatrice,monster,wh3_dlc24_tze_mon_cockatrice,1,wh3_dlc22_tze_mon_cockatrice,wh2_main_leather_35,40,46,38,60,wh3_dlc21_tze_cockatrice,1600.0000,8,very_large,0,125,295,axe,4.0000,35
wh3_dlc24_tze_mon_flamers_changebringers,monstrous_infantry,wh3_dlc24_tze_mon_flamers_changebringers,12,wh3_dlc24_tze_mon_flamers_changebringers_disc,wh2_main_body_10,25,28,12,60,wh3_main_tze_flamers_flame,1000.0000,8,large,0,12,34,sword,4.0000,10
wh3_dlc24_tze_mon_mutalith_vortex_beast,monster,wh3_dlc24_tze_mon_mutalith_vortex_beast,1,wh3_dlc24_tze_mon_mutalith_vortex_beast,wh2_main_body_70,32,45,40,65,wh3_dlc24_tze_mon_mutalith_vortex_beast,5500.0000,8,very_large,0,140,320,axe,3.6000,70
wh3_dlc24_tze_mon_mutalith_vortex_beast_ror,monster,wh3_dlc24_tze_mon_mutalith_vortex_beast_ror,1,wh3_dlc24_tze_mon_mutalith_vortex_beast_ror,wh2_main_body_70,32,56,50,75,wh3_dlc24_tze_mon_mutalith_vortex_beast_ror,5500.0000,8,very_large,0,140,320,axe,3.6000,70
wh3_dlc24_tze_mon_screamers_ror,monstrous_infantry,wh3_dlc24_tze_mon_screamers_ror,16,wh3_dlc24_tze_mon_flying_screamer_ror,wh2_main_body_30,22,34,29,70,wh3_dlc24_tze_mon_screamer_ror,700.0000,8,medium,25,20,40,sword,4.0000,30
wh3_dlc25_bst_inf_pestigors,melee_infantry,wh3_dlc25_nur_inf_pestigors,120,wh_dlc03_bst_inf_gor_blood_dismembers,wh2_main_leather_25,28,24,25,62,wh3_dlc25_nur_pestigor_great_axe,130.0000,8,small,0,12,20,axe,4.0000,25
wh3_dlc25_bst_mon_jabberslythe_qb_boss,monster,wh3_dlc25_bst_mon_jabberslythe_qb_boss,1,wh3_dlc25_bst_mon_jabberslythe_qb_boss,wh2_main_body_100,50,75,50,100,wh3_dlc25_bst_mon_jabberslythe_qb_boss,12000.0000,8,very_large,25,150,350,axe,3.8000,100
wh3_dlc25_chs_cha_chaos_lord_mnur,lord,wh3_dlc25_chs_cha_chaos_lord_mnur,1,wh3_dlc25_chs_cha_lord_mnur,wh2_main_heavy_metal_100,35,60,60,75,wh3_dlc25_chs_cha_chaos_lord_mnur_sword,1000.0000,8,small,0,320,170,sword,4.0000,100
wh3_dlc25_chs_cha_chaos_lord_mnur_chaos_chariot,lord,wh3_dlc25_chs_cha_chaos_lord_mnur_chaos_chariot,2,wh3_dlc25_chs_cha_lord_mnur,wh2_main_heavy_metal_110,75,35,40,75,wh3_dlc25_chs_cha_chaos_lord_mnur_sword_chariot,1000.0000,8,small,0,170,320,axe,4.0000,110
wh3_dlc25_chs_cha_chaos_lord_mnur_chaos_steed,lord,wh3_dlc25_chs_cha_chaos_lord_mnur_chaos_steed,1,wh3_dlc25_chs_cha_lord_mnur_chaos_steed_rider,wh2_main_heavy_metal_120,50,60,60,75,wh3_dlc25_chs_cha_chaos_lord_mnur_sword,1000.0000,8,small,0,320,170,sword,4.0000,120
wh3_dlc25_chs_cha_chaos_lord_mnur_rot_beast,lord,wh3_dlc25_chs_cha_chaos_lord_mnur_rot_beast,1,wh3_dlc25_chs_cha_lord_mnur_chaos_steed_rider,wh2_main_heavy_metal_100,65,63,62,75,wh3_dlc25_chs_cha_chaos_lord_mnur_sword_rot_beast,1000.0000,8,small,0,150,390,sword,4.0000,100
wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur,hero,wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur,1,wh3_dlc20_chs_cha_chaos_sorcerer_death_mnur,wh2_main_heavy_metal_80,20,37,45,60,wh3_dlc25_chs_sword_caster_hero_mnur,1000.0000,8,small,0,220,95,sword,4.0000,80
wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur_chaos_steed,hero,wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur_chaos_steed,1,wh3_dlc20_chs_cha_chaos_sorcerer_rider_death_mnur,wh2_main_heavy_metal_100,40,37,45,60,wh3_dlc25_chs_sword_caster_hero_mnur,1000.0000,8,small,0,220,95,sword,4.0000,100
wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur_rot_beast,hero,wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur_rot_beast,1,wh3_dlc20_chs_cha_chaos_sorcerer_rider_death_mnur,wh2_main_heavy_metal_80,65,40,48,60,wh3_dlc25_chs_sword_caster_hero_mnur_rot_beast,1000.0000,8,small,0,110,250,sword,4.0000,80
wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur_warshrine,hero,wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur_warshrine,1,wh3_dlc20_chs_cha_chaos_sorcerer_death_mnur,wh2_main_heavy_metal_80,25,30,35,60,wh3_dlc20_chs_mon_warshrine_mnur,1000.0000,8,small,0,250,125,axe,4.0000,80
wh3_dlc25_chs_cha_chaos_sorcerer_lord_death_mnur_rot_beast,lord,wh3_dlc25_chs_cha_chaos_sorcerer_lord_death_mnur_rot_beast,1,wh3_dlc20_chs_cha_chaos_sorcerer_rider_death_mnur,wh2_main_heavy_metal_80,65,46,52,70,wh3_dlc25_chs_sword_caster_lord_hero_mnur_rot_beast,1000.0000,8,small,0,140,260,sword,4.0000,80
wh3_dlc25_chs_cha_chaos_sorcerer_lord_nurgle_mnur_rot_beast,lord,wh3_dlc25_chs_cha_chaos_sorcerer_lord_nurgle_mnur_rot_beast,1,wh3_dlc20_chs_cha_chaos_sorcerer_rider_nurgle_mnur,wh2_main_heavy_metal_80,65,46,52,70,wh3_dlc25_chs_sword_caster_lord_hero_mnur_rot_beast,1000.0000,8,small,0,140,260,sword,4.0000,80
wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur,hero,wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur,1,wh3_dlc20_chs_cha_chaos_sorcerer_nurgle_mnur,wh2_main_heavy_metal_80,20,37,45,60,wh3_dlc25_chs_sword_caster_hero_mnur,1000.0000,8,small,0,220,95,sword,4.0000,80
wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur_chaos_steed,hero,wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur_chaos_steed,1,wh3_dlc20_chs_cha_chaos_sorcerer_rider_nurgle_mnur,wh2_main_heavy_metal_100,40,37,45,60,wh3_dlc25_chs_sword_caster_hero_mnur,1000.0000,8,small,0,220,95,sword,4.0000,100
wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur_rot_beast,hero,wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur_rot_beast,1,wh3_dlc20_chs_cha_chaos_sorcerer_rider_nurgle_mnur,wh2_main_heavy_metal_80,65,40,48,60,wh3_dlc25_chs_sword_caster_hero_mnur_rot_beast,1000.0000,8,small,0,110,250,sword,4.0000,80
wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur_warshrine,hero,wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur_warshrine,1,wh3_dlc20_chs_cha_chaos_sorcerer_nurgle_mnur,wh2_main_body_60,25,30,35,60,wh3_dlc20_chs_mon_warshrine_mnur,1000.0000,8,small,0,250,125,axe,4.0000,60
wh3_dlc25_chs_cha_exalted_hero_mnur_rot_beast,hero,wh3_dlc25_chs_cha_exalted_hero_mnur_rot_beast,1,wh3_dlc20_chs_cha_hero_mnur,wh2_main_heavy_metal_100,65,53,52,70,wh3_dlc20_chs_cha_exalted_hero_mnur_great_axe_rot_beast,1000.0000,8,small,0,120,370,axe,4.0000,100
wh3_dlc25_dwf_art_goblin_hewer,warmachine,wh3_dlc25_dwf_art_goblin_hewer,40,wh_main_dwf_inf_slayers_blood_dismembers,wh_main_body_0,26,38,32,100,wh_main_dwf_slayer_axe_dual,160.0000,8,small,24,32,16,axe,4.3000,0
wh3_dlc25_dwf_art_goblin_hewer_malakai,warmachine,wh3_dlc25_dwf_art_goblin_hewer,40,wh_main_dwf_inf_slayers_blood_dismembers,wh_main_body_0,26,38,32,100,wh_main_dwf_slayer_axe_dual,160.0000,8,small,24,32,16,axe,4.3000,0
wh3_dlc25_dwf_art_grudge_thrower_grudge_reward,warmachine,wh3_dlc25_dwf_art_grudge_thrower_grudge_unit,32,wh_main_dwf_inf_dwarfs_crew_blood_dismembers,wh2_main_chainmail_40,2,16,20,64,wh_main_dwf_axe,120.0000,8,small,0,21,7,axe,4.3000,40
wh3_dlc25_dwf_cha_daemon_slayer,lord,wh3_dlc25_dwf_cha_daemon_slayer,1,wh3_dlc25_dwf_cha_dwarf_slayer_hero_blood_dismembers,wh_main_body_0,45,60,45,100,wh3_dlc25_dwf_daemon_slayer_dual_axe,1100.0000,8,small,25,370,130,axe,3.8000,0
wh3_dlc25_dwf_cha_dragon_slayer,hero,wh3_dlc25_dwf_cha_dragon_slayer,1,wh3_dlc25_dwf_cha_dwarf_slayer_hero_blood_dismembers,wh_main_body_0,40,55,45,100,wh3_dlc25_dwf_dragon_slayer_axe_great,1100.0000,8,small,35,110,300,axe,4.0000,0
wh3_dlc25_dwf_cha_garagrim_ironfist,hero,wh3_dlc25_dwf_cha_garagrim_ironfist,1,wh2_pro08_dwf_cha_dwarf_hero_fast_lgn_blood,wh_main_body_0,50,60,50,100,wh3_dlc25_dwf_garagrim_axe_dual,1500.0000,8,small,0,120,300,axe,4.0000,0
wh3_dlc25_dwf_cha_malakai_makaisson,lord,wh3_dlc25_dwf_cha_malakai_makaisson,1,wh3_dlc25_dwf_cha_malakai_makaisson_blood,wh_main_body_0,30,55,45,100,wh3_dlc25_dwf_malakai,1200.0000,8,small,0,280,120,axe,4.0000,0
wh3_dlc25_dwf_inf_doomseekers,melee_infantry,wh3_dlc25_dwf_inf_doomseekers,32,wh3_dlc25_dwf_inf_doomseekers_blood_dismembers,wh_main_body_0,40,54,48,100,wh3_dlc25_dwf_doomseeker_axe_dual,400.0000,8,small,0,17,38,axe,4.0000,0
wh3_dlc25_dwf_inf_doomseekers_ror,melee_infantry,wh3_dlc25_dwf_inf_doomseekers_ror,32,wh3_dlc25_dwf_inf_doomseekers_blood_dismembers,wh_main_body_0,40,66,59,100,wh3_dlc25_dwf_doomseeker_axe_dual,400.0000,8,small,0,17,38,axe,4.0000,0
wh3_dlc25_dwf_inf_miners_1_summoned,melee_infantry,wh3_dlc25_dwf_inf_miners_1_summoned,100,wh_main_dwf_inf_dwarfs_blood_dismembers,wh2_main_chainmail_80,12,20,18,68,wh_main_dwf_miners_pickaxe,150.0000,8,small,0,5,17,axe,4.3000,80
wh3_dlc25_dwf_inf_slayer_pirates,missile_infantry,wh3_dlc25_dwf_inf_slayer_pirates,80,wh_main_dwf_inf_slayers_blood_dismembers,wh_main_body_0,26,38,32,100,wh3_dlc25_dwf_slayer_pirate_sword,160.0000,8,small,0,21,7,sword,4.2000,0
wh3_dlc25_dwf_inf_slayer_pirates_ror,missile_infantry,wh3_dlc25_dwf_inf_slayer_pirates_ror,80,wh_main_dwf_inf_slayers_blood_dismembers,wh_main_body_0,26,48,41,100,wh3_dlc25_dwf_slayer_pirate_sword,160.0000,8,small,0,21,7,sword,4.2000,0
wh3_dlc25_dwf_inf_thunderers_grudge_rakers,missile_infantry,wh3_dlc25_dwf_inf_thunderers_grudge_rakers,80,wh_main_dwf_inf_dwarfs_blood_dismembers,wh2_main_chainmail_80,4,20,28,64,wh_main_dwf_axe,150.0000,8,small,0,21,7,axe,4.3000,80
wh3_dlc25_dwf_inf_thunderers_ror,missile_infantry,wh3_dlc25_dwf_inf_thunderers_ror,80,wh_main_dwf_inf_dwarfs_blood_dismembers,wh2_main_chainmail_80,4,27,36,74,wh_main_dwf_axe,150.0000,8,small,0,21,7,axe,4.3000,80
wh3_dlc25_dwf_veh_gyrocopter_summoned_0,warmachine,wh3_dlc25_dwf_veh_gyrocopter_summoned_0,12,wh_main_dwf_flying_gyrocopter,wh2_main_plate_100,25,30,6,64,wh_main_dwf_gyrocopter,700.0000,8,large,0,38,12,axe,3.2000,100
wh3_dlc25_dwf_veh_thunderbarge,warmachine,wh3_dlc25_dwf_veh_thunderbarge,29,wh3_dlc25_dwf_mnt_veh_thunderbarge,wh2_main_plate_80,15,20,4,100,wh3_dlc25_dwf_veh_thunderbarge,20000.0000,8,very_large,0,150,350,spear,3.8000,80
wh3_dlc25_dwf_veh_thunderbarge_grungni,warmachine,wh3_dlc25_dwf_veh_thunderbarge_grungni,29,wh3_dlc25_dwf_mnt_veh_thunderbarge,wh2_main_plate_80,15,20,4,100,wh3_dlc25_dwf_veh_thunderbarge,20000.0000,8,very_large,0,150,350,spear,3.8000,80
wh3_dlc25_dwf_veh_thunderbarge_grungni_mp,warmachine,wh3_dlc25_dwf_veh_thunderbarge_grungni_mp,29,wh3_dlc25_dwf_mnt_veh_thunderbarge,wh2_main_plate_80,15,20,4,100,wh3_dlc25_dwf_veh_thunderbarge,20000.0000,8,very_large,0,150,350,spear,3.8000,80
wh3_dlc25_dwf_veh_thunderbarge_malakai,warmachine,wh3_dlc25_dwf_veh_thunderbarge,29,wh3_dlc25_dwf_mnt_veh_thunderbarge,wh2_main_plate_80,15,20,4,100,wh3_dlc25_dwf_veh_thunderbarge,20000.0000,8,very_large,0,150,350,spear,3.8000,80
wh3_dlc25_emp_art_helstorm_rocket_battery_morr,warmachine,wh3_dlc25_emp_art_helstorm_rocket_battery_morr,44,wh2_dlc16_infantry_standard_crew_blood_dismembers,wh2_main_leather_20,5,10,6,50,wh_main_emp_sword_short,100.0000,8,small,0,21,3,sword,4.3000,20
wh3_dlc25_emp_cav_knights_of_the_black_rose,melee_cavalry,wh3_dlc25_emp_cav_knights_of_the_black_rose,60,wh_main_cavalry_rider_standard_blood,wh2_main_plate_120,34,36,50,75,wh3_dlc25_emp_cav_knights_of_the_black_rose,100.0000,8,medium,0,28,12,sword,4.3000,120
wh3_dlc25_emp_cav_outriders_morr,melee_cavalry,wh3_dlc25_emp_cav_outriders_morr,60,wh3_dlc25_cavalry_rider_standard_blood_morr,wh2_main_plate_110,32,26,30,75,wh_main_emp_sword_cav,100.0000,8,medium,0,21,3,sword,5.1000,110
wh3_dlc25_emp_cha_elspeth_von_draken,lord,wh3_dlc25_emp_cha_elspeth_von_draken,1,wh3_dlc25_emp_cha_elspeth_von_draken,wh2_main_body_20,20,38,44,75,wh3_dlc25_emp_cha_elspeth_scythe,500.0000,8,small,0,100,220,axe,4.0000,20
wh3_dlc25_emp_cha_elspeth_von_draken_carmine_dragon,lord,wh3_dlc25_emp_cha_elspeth_von_draken_carmine_dragon,1,wh3_dlc25_emp_cha_elspeth_von_draken,wh2_main_body_70,55,50,44,75,wh3_dlc25_emp_carmine_dragon,500.0000,8,small,0,150,350,axe,3.8000,70
wh3_dlc25_emp_cha_elspeth_von_draken_warhorse,lord,wh3_dlc25_emp_cha_elspeth_von_draken_warhorse,1,wh3_dlc25_emp_cha_elspeth_von_draken,wh2_main_plate_50,50,38,44,75,wh3_dlc25_emp_cha_elspeth_scythe,500.0000,8,small,0,100,220,axe,4.0000,50
wh3_dlc25_emp_cha_engineer,hero,wh3_dlc25_emp_cha_engineer,1,wh_main_infantry_standard_hero_blood_dismembers,wh2_main_leather_50,15,34,32,70,wh_main_emp_engineer,600.0000,8,small,0,220,100,sword,4.0000,50
wh3_dlc25_emp_cha_engineer_mechanical_steed,hero,wh3_dlc25_emp_cha_engineer_mechanical_steed,1,wh_main_cavalry_rider_standard_blood,wh2_main_plate_90,70,38,36,70,wh3_dlc25_emp_engineer_mechanical_steed,100.0000,8,medium,0,220,100,sword,4.0000,90
wh3_dlc25_emp_cha_engineer_warhorse,hero,wh3_dlc25_emp_cha_engineer_warhorse,1,wh_main_cavalry_rider_standard_blood,wh2_main_plate_70,50,34,32,70,wh_main_emp_engineer,100.0000,8,medium,0,220,100,sword,4.0000,70
wh3_dlc25_emp_cha_master_engineer,lord,wh3_dlc25_emp_cha_master_engineer,1,wh_main_infantry_standard_hero_blood_dismembers,wh2_main_leather_50,15,34,32,75,wh_main_emp_engineer,600.0000,8,small,0,220,100,sword,4.0000,50
wh3_dlc25_emp_cha_master_engineer_mechanical_steed,lord,wh3_dlc25_emp_cha_master_engineer_mechanical_steed,1,wh_main_cavalry_rider_standard_blood,wh2_main_plate_90,70,38,36,75,wh3_dlc25_emp_engineer_mechanical_steed,100.0000,8,medium,0,220,100,sword,4.0000,90
wh3_dlc25_emp_cha_master_engineer_steam_tank,lord,wh3_dlc25_emp_cha_master_engineer_steam_tank,3,wh_main_emp_veh_steam_tank,wh2_main_heavy_metal_160,80,36,20,100,wh_main_steamtank,5000.0000,8,large,0,70,180,axe,4.0000,160
wh3_dlc25_emp_cha_master_engineer_warhorse,lord,wh3_dlc25_emp_cha_master_engineer_warhorse,1,wh_main_cavalry_rider_standard_blood,wh2_main_plate_70,50,34,32,75,wh_main_emp_engineer,100.0000,8,medium,0,220,100,sword,4.0000,70
wh3_dlc25_emp_cha_theodore_bruckner,hero,wh3_dlc25_emp_cha_theodore_bruckner,1,wh_main_infantry_wulfrik_fast_hero_blood,wh2_main_plate_100,40,60,50,80,wh3_dlc25_emp_theodore_sword,1100.0000,8,small,0,300,160,sword,4.0000,100
wh3_dlc25_emp_cha_theodore_bruckner_demigryph_reaper,hero,wh3_dlc25_emp_cha_theodore_bruckner_demigryph_reaper,1,wh_main_cavalry_rider_standard_blood,wh2_main_plate_110,60,55,40,80,wh3_dlc25_emp_theodore_lance_demigryph,100.0000,8,medium,0,160,300,lance,4.7000,110
wh3_dlc25_emp_cha_wizard_metal,hero,wh3_dlc25_emp_cha_wizard_metal,1,wh_main_infantry_standard_wizard_blood_dismembers,wh2_main_leather_20,15,25,30,55,wh_main_emp_sword_caster,300.0000,8,small,0,210,90,sword,4.0000,20
